# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Mar  7 09:26:46 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
#
pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
K2-248 b,7.17256000000,0.00148000000,-0.00142000000,0,0.22928004,0.01784280,-0.01248996,0,0.02240000,,,0,,,,,886.00,19.00,-18.00,0,5528.00,97.00,-86.00,0,0.880000,0.040000,-0.030000,0,-0.1000,0.0400,-0.0400,0
K2-249 b,12.40900000000,0.00337000000,-0.00284000000,0,0.24890713,0.02408779,-0.01962709,0,0.02580000,,,0,,,,,1061.00,66.00,-66.00,0,6504.00,329.00,-419.00,0,1.320000,0.090000,-0.120000,0,0.0400,0.1400,-0.1600,0
K2-25 b,3.48456408000,0.00000060000,-0.00000050000,0,0.30600000,0.01100000,-0.01100000,0,0.07708562,0.01793421,-0.01636103,0,9.9100,0.9500,-0.8600,0,494.00,11.00,-11.00,0,3207.00,58.00,-58.00,0,0.263400,0.007700,-0.007700,0,0.1500,0.0300,-0.0300,0
K2-250 b,4.01392000000,0.00029000000,-0.00029000000,0,0.24200000,0.01600000,-0.01200000,0,0.02460000,,,0,,,,,1003.00,14.00,-14.00,0,5003.00,94.00,-94.00,0,0.809000,0.044000,-0.036000,0,-0.0200,0.2400,-0.0980,0
K2-251 b,9.30075000000,0.00332000000,-0.00321000000,0,0.20965296,0.02319565,-0.01873495,0,0.01930000,,,0,,,,,437.00,9.00,-9.00,0,3717.00,85.00,-50.00,0,0.520000,0.010000,-0.010000,0,-0.0400,0.1800,-0.1900,0
K2-252 b,13.81513000000,0.00461000000,-0.00448000000,0,0.15523240,0.01516638,-0.01070568,0,0.01160000,,,0,,,,,639.00,7.00,-7.00,0,5152.00,41.00,-39.00,0,0.790000,0.020000,-0.010000,0,-0.0900,0.0400,-0.0400,0
K2-253 b,4.00167000000,0.00013000000,-0.00013000000,0,1.13034169,0.06155768,-0.05442055,0,,,,,365.8185,,,0,1238.00,57.00,-53.00,0,6027.00,221.00,-240.00,0,1.080000,0.050000,-0.080000,0,0.0000,0.1700,-0.1900,0
K2-254 b,4.09639000000,0.00081000000,-0.00079000000,0,0.14541886,0.02497993,-0.02141137,0,0.01040000,,,0,,,,,791.00,26.00,-26.00,0,4629.00,168.00,-123.00,0,0.710000,0.020000,-0.030000,0,-0.1400,0.1800,-0.1500,0
K2-254 c,12.11839000000,0.00303000000,-0.00321000000,0,0.19537871,0.02141137,-0.01605852,0,0.01710000,,,0,,,,,551.00,18.00,-18.00,0,4629.00,168.00,-123.00,0,0.710000,0.020000,-0.030000,0,-0.1400,0.1800,-0.1500,0
K2-255 b,1.96417000000,0.00004000000,-0.00004000000,0,0.25872067,0.02497993,-0.00981354,0,0.02750000,,,0,,,,,1034.00,17.00,-17.00,0,4676.00,63.00,-61.00,0,0.710000,0.030000,-0.030000,0,-0.1400,0.0700,-0.0600,0
K2-257 b,1.60588000000,0.00014000000,-0.00013000000,0,0.07404764,0.00535284,-0.00446070,0,0.00157000,,,0,,,,,789.00,14.00,-14.00,0,3725.00,80.00,-46.00,0,0.520000,0.010000,-0.010000,0,-0.0300,0.1700,-0.1800,0
K2-258 b,19.09210000000,0.00576000000,-0.00633000000,0,0.26764207,0.01873495,-0.01784280,0,0.02920000,,,0,,,,,831.00,30.00,-30.00,0,6351.00,198.00,-228.00,0,1.210000,0.050000,-0.080000,0,0.0100,0.1500,-0.1700,0
K2-259 b,15.48043000000,0.00332000000,-0.00392000000,0,0.20697654,0.01784280,-0.01516638,0,0.01890000,,,0,,,,,795.00,13.00,-13.00,0,6059.00,62.00,-76.00,0,1.140000,0.030000,-0.030000,0,0.1600,0.0400,-0.0400,0
K2-26 b,14.56650000000,0.00160000000,-0.00200000000,0,0.23820145,0.04103845,-0.03746989,0,0.02390000,,,0,5.8000,,,0,430.00,,,0,3785.00,185.00,-185.00,0,0.560000,0.100000,-0.100000,0,-0.1300,0.1500,-0.1500,0
K2-260 b,2.62669762000,0.00000066000,-0.00000066000,0,1.64300000,0.05800000,-0.07300000,0,1.72000000,0.34000000,-0.35000000,0,2520.0300,,,0,2090.00,35.00,-39.00,0,6860.00,150.00,-160.00,0,1.637000,0.065000,-0.069000,0,0.3340,0.0520,-0.0610,0
K2-261 b,11.63346810000,0.00000440000,-0.00000440000,0,0.82700000,0.03300000,-0.03000000,0,0.21700000,0.02500000,-0.02900000,0,180.0000,10.0000,-13.0000,0,1036.00,10.00,-10.00,0,5490.00,110.00,-110.00,0,1.107000,0.042000,-0.047000,0,0.3720,0.0690,-0.0720,0
K2-263 b,50.81894700000,0.00009400000,-0.00009400000,0,0.21500617,0.01070570,-0.01070570,0,0.04688064,0.00660734,-0.00660734,0,8.1700,0.5200,-0.5200,0,470.00,7.00,-7.00,0,5368.00,44.00,-44.00,0,0.880000,0.030000,-0.030000,0,-0.0800,0.0500,-0.0500,0
K2-264 b,5.84000200000,0.00067600000,-0.00060200000,0,0.19903649,0.01347132,-0.01293603,0,0.01760000,,,0,,,,,496.00,10.00,-10.00,0,3660.00,80.00,-45.00,0,0.496000,0.013000,-0.013000,0,-0.0130,0.1800,-0.1800,0
K2-264 c,19.66030200000,0.00349600000,-0.00333700000,0,0.23802302,0.01793202,-0.01730752,0,0.02390000,,,0,,,,,331.00,7.00,-7.00,0,3660.00,80.00,-45.00,0,0.496000,0.013000,-0.013000,0,-0.0130,0.1800,-0.1800,0
K2-265 b,2.36902000000,0.00005800000,-0.00005900000,0,0.15240000,0.01000000,-0.00720000,0,0.02310000,0.00450000,-0.00440000,0,592.0000,69.0000,-64.0000,0,1366.00,17.00,-17.00,0,5420.00,100.00,-100.00,0,0.901000,0.051000,-0.042000,0,0.0330,0.0990,-0.1000,0
K2-266 b,0.65852400000,0.00001700000,-0.00001700000,0,0.29440628,0.16058524,-0.11597823,0,0.03545236,0.03577761,-0.03577761,0,879.5000,43.4000,-40.4000,0,1515.00,18.00,-18.00,0,4285.00,49.00,-57.00,0,0.686000,0.033000,-0.033000,0,-0.1200,0.4000,-0.4200,0
K2-266 c,7.81400000000,0.00190000000,-0.00160000000,0,0.06289589,0.00856455,-0.00758319,0,0.00091285,0.00053512,-0.00053512,0,32.4000,1.6000,-1.5000,0,664.50,8.00,-7.70,0,4285.00,49.00,-57.00,0,0.686000,0.033000,-0.033000,0,-0.1200,0.4000,-0.4200,0
K2-266 d,14.69700000000,0.00034000000,-0.00035000000,0,0.26139709,0.01248996,-0.01070568,0,0.02800239,0.01793412,-0.01195608,0,13.9500,0.6800,-0.6300,0,538.30,6.50,-6.30,0,4285.00,49.00,-57.00,0,0.686000,0.033000,-0.033000,0,-0.1200,0.4000,-0.4200,0
K2-266 e,19.48200000000,0.00120000000,-0.00120000000,0,0.24355429,0.01248996,-0.00981354,0,0.04499261,0.02013655,-0.01573168,0,9.5810,0.4700,-0.4410,0,490.10,5.90,-5.70,0,4285.00,49.00,-57.00,0,0.686000,0.033000,-0.033000,0,-0.1200,0.4000,-0.4200,0
K2-268 b,2.15167600000,0.00000500000,-0.00000600000,0,0.13382127,0.01070570,-0.00624499,0,0.00899000,,,0,,,,,1136.00,18.00,-19.00,0,5106.00,70.00,-61.00,0,0.840000,0.020000,-0.020000,0,0.0300,0.0500,-0.0500,0
K2-268 c,9.32752700000,0.00002100000,-0.00002000000,0,0.23998614,0.06869492,-0.01873498,0,0.02420000,,,0,,,,,696.00,12.00,-13.00,0,5106.00,70.00,-61.00,0,0.840000,0.020000,-0.020000,0,0.0300,0.0500,-0.0500,0
K2-268 d,4.52859800000,0.00001600000,-0.00001500000,0,0.13292913,0.01248998,-0.00624499,0,0.00889000,,,0,,,,,888.00,16.00,-15.00,0,5106.00,70.00,-61.00,0,0.840000,0.020000,-0.020000,0,0.0300,0.0500,-0.0500,0
K2-268 e,6.13124300000,0.00003200000,-0.00003300000,0,0.11865486,0.00981356,-0.00713713,0,0.00733000,,,0,,,,,801.00,13.00,-13.00,0,5106.00,70.00,-61.00,0,0.840000,0.020000,-0.020000,0,0.0300,0.0500,-0.0500,0
K2-268 f,26.27057000000,0.00010500000,-0.00010900000,0,0.19894762,0.01338213,-0.00802928,0,0.01760000,,,0,,,,,492.00,8.00,-10.00,0,5106.00,70.00,-61.00,0,0.840000,0.020000,-0.020000,0,0.0300,0.0500,-0.0500,0
K2-269 b,4.14496500000,0.00081700000,-0.00061900000,0,0.14006602,0.01070568,-0.01070568,0,0.00972000,,,0,,,,,1429.00,37.00,-37.00,0,6209.00,88.00,-88.00,0,1.160000,0.040000,-0.040000,0,-0.0800,0.0600,-0.0600,0
K2-27 b,6.77134700000,0.00005900000,-0.00005900000,0,0.42287520,0.01159784,-0.00535285,0,0.09501983,0.01101223,-0.01132687,0,116.0000,14.0000,-13.0000,0,836.00,24.00,-24.00,0,5246.00,100.00,-100.00,0,0.880000,0.030000,-0.030000,0,0.1200,0.0450,-0.0450,0
K2-270 b,1.54306900000,0.00018900000,-0.00018500000,0,0.12311535,0.00981354,-0.00981354,0,0.00780000,,,0,,,,,1203.00,17.00,-17.00,0,4877.00,58.00,-58.00,0,0.850000,0.020000,-0.020000,0,0.2600,0.0600,-0.0600,0
K2-270 c,4.40002800000,0.00016900000,-0.00017800000,0,0.26318137,0.01427424,-0.01427424,0,0.02830000,,,0,,,,,848.00,12.00,-12.00,0,4877.00,58.00,-58.00,0,0.850000,0.020000,-0.020000,0,0.2600,0.0600,-0.0600,0
K2-271 b,8.56242100000,0.00012700000,-0.00012700000,0,0.64947810,0.02051923,-0.02051923,0,0.13100000,,,0,133.8067,,,0,893.00,17.00,-17.00,0,5644.00,71.00,-71.00,0,0.830000,0.030000,-0.030000,0,-0.3000,0.0500,-0.0500,0
K2-272 b,14.45367560000,0.00002430000,-0.00002400000,0,0.27924038,0.03390139,-0.01873498,0,0.03130000,,,0,,,,,747.00,82.00,-65.00,0,5397.00,105.00,-96.00,0,0.860000,0.050000,-0.050000,0,-0.0900,0.1200,-0.1200,0
K2-273 b,11.71956630000,0.00001340000,-0.00001350000,0,0.27210324,0.02051926,-0.01070570,0,0.03000000,,,0,,,,,849.00,7.00,-29.00,0,5161.00,53.00,-47.00,0,0.890000,0.030000,-0.030000,0,0.2000,0.0400,-0.0400,0
K2-274 b,14.13303140000,0.00002820000,-0.00002820000,0,0.18556549,0.01070570,-0.00624499,0,0.01570000,,,0,,,,,655.00,0.00,-20.00,0,5044.00,43.00,-42.00,0,0.790000,0.010000,-0.010000,0,-0.1600,0.0300,-0.0400,0
K2-275 b,3.28096260000,0.00000160000,-0.00000160000,0,0.20876118,0.02230354,-0.02408783,0,0.01910000,,,0,161.2476,,,0,1166.00,0.00,-216.00,0,4841.00,39.00,-37.00,0,0.770000,0.010000,-0.010000,0,-0.0600,0.0400,-0.0300,0
K2-275 c,8.43883850000,0.00000750000,-0.00000670000,0,0.19716333,0.00713713,-0.00535285,0,0.01740000,,,0,45.7572,,,0,653.00,3.00,-17.00,0,4841.00,39.00,-37.00,0,0.770000,0.010000,-0.010000,0,-0.0600,0.0400,-0.0300,0
K2-276 b,18.71826900000,0.00315300000,-0.00300800000,0,0.33633687,0.01873495,-0.01873495,0,0.04300000,,,0,,,,,583.00,10.00,-9.00,0,5139.00,62.00,-62.00,0,0.820000,0.020000,-0.020000,0,0.0700,0.0500,-0.0500,0
K2-277 b,6.32676800000,0.00001500000,-0.00001200000,0,0.19500000,0.01800000,-0.01100000,0,0.02328300,0.01038296,-0.01038296,0,195.0000,22.0000,-20.0000,0,1049.00,15.00,-15.00,0,5680.00,120.00,-120.00,0,0.974000,0.053000,-0.058000,0,0.0780,0.0720,-0.0650,0
K2-278 b,3.33496600000,0.00070100000,-0.00085900000,0,0.26585779,0.02051923,-0.02051923,0,0.02880000,,,0,,,,,1711.00,101.00,-101.00,0,6747.00,383.00,-383.00,0,1.400000,0.080000,-0.080000,0,0.0000,0.1700,-0.1700,0
K2-279 b,7.12260500000,0.00164700000,-0.00160100000,0,0.10794897,0.01248996,-0.01248996,0,0.00606000,,,0,,,,,879.00,14.00,-14.00,0,5558.00,70.00,-70.00,0,0.790000,0.030000,-0.030000,0,-0.3700,0.0500,-0.0500,0
K2-28 b,2.26045500000,0.00004100000,-0.00004100000,0,0.20697654,0.02141137,-0.02141137,0,0.01890000,,,0,30.1000,4.5000,-3.8000,0,568.00,35.00,-35.00,0,3214.00,60.00,-60.00,0,0.257000,0.048000,-0.048000,0,0.2600,0.1000,-0.1000,0
K2-280 b,19.89526000000,0.00028000000,-0.00028000000,0,0.66910634,0.03925424,-0.03925424,0,0.11672965,0.01761957,-0.01761957,0,69.5000,8.6000,-7.9000,0,787.00,17.00,-17.00,0,5500.00,100.00,-100.00,0,1.030000,0.030000,-0.030000,0,0.3300,0.0800,-0.0800,0
K2-281 b,8.68772100000,0.00015100000,-0.00015000000,0,0.72977072,0.01873495,-0.01873495,0,0.16000000,,,0,,,,,665.00,12.00,-12.00,0,4812.00,72.00,-72.00,0,0.820000,0.030000,-0.030000,0,0.2200,0.0500,-0.0500,0
K2-282 b,4.16978300000,0.00008900000,-0.00008900000,0,0.22303545,0.01784284,-0.00892142,0,0.02140000,,,0,,,,,1057.00,20.00,-20.00,0,5499.00,109.00,-109.00,0,0.940000,0.040000,-0.040000,0,-0.2300,0.1600,-0.1600,0
K2-283 b,1.92103600000,0.00005100000,-0.00005300000,0,0.31403337,0.01427424,-0.01427424,0,0.03830000,,,0,,,,,1186.00,20.00,-20.00,0,5060.00,70.00,-70.00,0,0.890000,0.030000,-0.030000,0,0.2800,0.0500,-0.0500,0
K2-284 b,4.79506900000,0.00008600000,-0.00008600000,0,0.24801499,0.01248996,-0.01070568,0,0.02560000,,,0,42.6000,1.8000,-1.8000,0,653.00,16.00,-14.00,0,4140.00,50.00,-50.00,0,0.630000,0.010000,-0.010000,0,0.0000,0.0800,-0.0800,0
K2-285 b,3.47174500000,0.00004400000,-0.00004600000,0,0.23106432,0.00535284,-0.00535284,0,0.03045653,0.00380707,-0.00431048,0,234.3100,19.5800,-18.2800,0,1088.90,22.10,-21.90,0,4975.00,95.00,-95.00,0,0.830000,0.023000,-0.023000,0,0.0000,0.0500,-0.0500,0
K2-285 c,7.13804800000,0.00007200000,-0.00006300000,0,0.31492551,0.00713712,-0.00713712,0,0.04933455,0.00717365,-0.00670170,0,50.3500,4.0500,-3.8300,0,741.40,14.50,-14.50,0,4975.00,95.00,-95.00,0,0.830000,0.023000,-0.023000,0,0.0000,0.0500,-0.0500,0
K2-285 d,10.45582000000,0.00025000000,-0.00023000000,0,0.22125078,0.00535284,-0.00535284,0,0.02045118,,,1,24.6100,2.0700,-1.9300,0,619.90,12.70,-12.50,0,4975.00,95.00,-95.00,0,0.830000,0.023000,-0.023000,0,0.0000,0.0500,-0.0500,0
K2-285 e,14.76289000000,0.00065000000,-0.00061000000,0,0.17396735,0.00446070,-0.00446070,0,0.03366580,,,1,10.5000,0.8700,-0.8100,0,500.90,10.10,-9.90,0,4975.00,95.00,-95.00,0,0.830000,0.023000,-0.023000,0,0.0000,0.0500,-0.0500,0
K2-286 b,27.35900000000,0.00500000000,-0.00500000000,0,0.18734945,0.01784280,-0.01784280,0,0.01590000,,,0,,,,,347.00,21.00,-11.00,0,3926.00,100.00,-100.00,0,0.640000,0.020000,-0.020000,0,0.0000,0.5000,-0.5000,0
K2-287 b,14.89329100000,0.00002500000,-0.00002500000,0,0.84700000,0.01300000,-0.01300000,0,0.31500000,0.02700000,-0.02700000,0,,,,,804.00,8.00,-7.00,0,5695.00,58.00,-58.00,0,1.056000,0.022000,-0.022000,0,0.2000,0.0400,-0.0400,0
K2-288 B b,31.39346300000,0.00006700000,-0.00006900000,0,0.16950665,0.02676421,-0.02676421,0,0.01340000,,,0,,,,,226.36,22.30,-22.30,0,3341.00,276.00,-276.00,0,0.330000,0.020000,-0.020000,0,-0.2100,0.0900,-0.0900,0
K2-289 b,13.15696900000,0.00004700000,-0.00005100000,0,0.81184762,0.02676421,-0.02676421,0,0.19200000,,,0,,,,,753.00,16.00,-16.00,0,5529.00,77.00,-74.00,0,0.953000,0.037000,-0.051000,0,0.1620,0.0870,-0.0740,0
K2-29 b,3.25883210000,0.00000190000,-0.00000190000,0,1.19000000,0.02000000,-0.02000000,0,0.73000000,0.04000000,-0.04000000,0,293.0000,30.0000,-30.0000,0,1171.00,10.00,-10.00,0,5358.00,38.00,-38.00,0,0.940000,0.020000,-0.020000,0,0.1600,0.0300,-0.0300,0
K2-290 b,9.21165000000,0.00033000000,-0.00034000000,0,0.27299491,0.01427424,-0.01427424,0,0.03429506,,,1,,,,,1230.00,38.00,-38.00,0,6302.00,120.00,-120.00,0,1.194000,0.067000,-0.077000,0,-0.0600,0.1000,-0.1000,0
K2-290 c,48.36685000000,0.00041000000,-0.00040000000,0,1.00600000,0.05000000,-0.05000000,0,0.77400000,0.04700000,-0.04700000,0,,,,,676.00,16.00,-16.00,0,6302.00,120.00,-120.00,0,1.194000,0.067000,-0.077000,0,-0.0600,0.1000,-0.1000,0
K2-291 b,2.22517700000,0.00006600000,-0.00006800000,0,0.14176108,0.00847533,-0.00642341,0,0.02041972,0.00364975,-0.00364975,0,633.0000,59.0000,-56.0000,0,1278.00,30.00,-30.00,0,5520.00,60.00,-60.00,0,0.934000,0.038000,-0.038000,0,0.0800,0.0400,-0.0500,0
K2-292 b,16.98410000000,0.00080000000,-0.00080000000,0,0.23463288,0.00981354,-0.00892140,0,0.07708523,0.01384388,-0.01384388,0,67.0000,12.0000,-9.0000,0,795.00,33.00,-28.00,0,5725.00,65.00,-65.00,0,1.000000,0.030000,-0.030000,0,0.0700,0.0500,-0.0500,0
K2-293 b,13.12250000000,0.00110000000,-0.00120000000,0,0.21857436,0.03122491,-0.02230351,0,0.02070000,,,0,,,,,750.00,170.00,-50.00,0,5532.00,78.00,-78.00,0,0.958000,0.036000,-0.034000,0,0.2180,0.0800,-0.0800,0
K2-294 b,2.50387000000,0.00022000000,-0.00023000000,0,0.14809528,0.01873495,-0.01695066,0,0.01070000,,,0,,,,,1425.00,79.00,-54.00,0,5612.00,50.00,-50.00,0,0.987000,0.034000,-0.030000,0,0.1940,0.0800,-0.0800,0
K2-295 b,4.02486700000,0.00001500000,-0.00001500000,0,0.89700000,0.01100000,-0.00500000,0,0.33500000,0.06200000,-0.06200000,0,97.8595,,,0,852.00,14.00,-6.00,0,4444.00,70.00,-70.00,0,0.740000,0.040000,-0.040000,0,0.1400,0.1200,-0.1200,0
K2-3 b,10.05465350000,0.00000880000,-0.00000910000,0,0.18538706,0.00678028,-0.00597735,0,0.01607786,0.00204513,-0.00201367,0,10.5000,1.0000,-1.0000,0,501.30,5.10,-5.20,0,3844.00,61.00,-63.00,0,0.549000,0.029000,-0.027000,0,-0.1570,0.0750,-0.0800,0
K2-3 c,24.64672900000,0.00004400000,-0.00004200000,0,0.14113683,0.00508521,-0.00454992,0,0.00843222,0.00267440,-0.00267440,0,3.1700,0.3000,-0.3000,0,371.80,3.80,-3.90,0,3844.00,61.00,-63.00,0,0.549000,0.029000,-0.027000,0,-0.1570,0.0750,-0.0800,0
K2-3 d,44.55603000000,0.00013000000,-0.00012000000,0,0.13007427,0.00499599,-0.00454992,0,0.00692197,,,1,1.4400,0.1400,-0.1400,0,305.20,3.10,-3.20,0,3844.00,61.00,-63.00,0,0.549000,0.029000,-0.027000,0,-0.1570,0.0750,-0.0800,0
K2-30 b,4.09850300000,0.00001100000,-0.00001100000,0,1.03900000,0.05000000,-0.05100000,0,0.57900000,0.02800000,-0.02700000,0,299.0000,227.0000,-227.0000,0,1092.00,19.00,-20.00,0,5425.00,40.00,-40.00,0,0.900000,0.043000,-0.042000,0,-0.1500,0.0500,-0.0500,0
K2-308 b,3.38628000000,0.00002000000,-0.00002000000,0,0.88400000,0.08700000,-0.08700000,0,0.22200000,,,0,512.9234,,,0,1213.76,,,0,6100.00,263.00,-263.00,0,1.090000,0.090000,-0.090000,0,-0.1000,0.0800,-0.0800,0
K2-31 b,1.25785000000,0.00000200000,-0.00000200000,0,1.06000000,0.35000000,-0.35000000,0,1.77400000,0.07900000,-0.07900000,0,1272.0000,121.0000,-121.0000,0,1688.00,47.00,-47.00,0,5280.00,70.00,-70.00,0,0.910000,0.060000,-0.060000,0,0.0800,0.0500,-0.0500,0
K2-312 c,921.20000000000,10.80000000000,-10.80000000000,0,1.14000000,,,0,5.41000000,0.52000000,-0.44000000,0,,,,,,,,,5959.00,61.00,-61.00,0,1.180000,0.040000,-0.040000,0,0.2550,0.0650,-0.0650,0
K2-315 b,3.14431890000,0.00000490000,-0.00000490000,0,0.08475332,0.00517441,-0.00517441,0,0.00254000,,,0,7.4500,0.4800,-0.4400,0,460.00,5.00,-5.00,0,3300.00,30.00,-30.00,0,0.174000,0.004000,-0.004000,0,-0.2400,0.0900,-0.0900,0
K2-316 b,1.13300000000,0.00100000000,-0.00100000000,0,0.11865465,0.00892140,-0.00802926,0,0.00733000,,,0,,,,,841.00,105.00,-54.00,0,3436.00,3.00,-3.00,0,0.408000,0.005000,-0.005000,0,,,,
K2-316 c,5.26000000000,0.00700000000,-0.00700000000,0,0.16326166,0.01159782,-0.01070568,0,0.01260000,,,0,,,,,423.00,53.00,-26.00,0,3436.00,3.00,-3.00,0,0.408000,0.005000,-0.005000,0,,,,
K2-317 b,6.22000000000,0.00700000000,-0.00700000000,0,0.26139709,0.01695066,-0.01516638,0,0.02800000,,,0,,,,,432.00,48.00,-24.00,0,3387.00,5.00,-5.00,0,0.403000,0.006000,-0.006000,0,,,,
K2-318 b,7.01000000000,0.00700000000,-0.00700000000,0,0.14809528,0.01159782,-0.01159782,0,0.01070000,,,0,,,,,456.00,55.00,-32.00,0,3851.00,83.00,-83.00,0,0.561000,0.050000,-0.050000,0,,,,
K2-319 b,26.68000000000,0.00200000000,-0.00300000000,0,0.24890713,0.00981354,-0.00892140,0,0.02580000,,,0,,,,,641.00,61.00,-31.00,0,5440.00,115.00,-115.00,0,0.954000,0.055000,-0.055000,0,,,,
K2-32 b,8.99200000000,0.00008000000,-0.00008000000,0,0.47274593,0.01703991,-0.01703991,0,0.04719528,0.00566343,-0.00534880,0,79.5000,9.4000,-8.5000,0,837.00,13.00,-14.00,0,5271.00,39.00,-35.00,0,0.830000,0.020000,-0.020000,0,-0.0600,0.0300,-0.0300,0
K2-32 c,20.66093000000,0.00080000000,-0.00079000000,0,0.27959723,0.01097334,-0.00909985,0,0.02548545,0.00755124,-0.00755124,0,26.2000,3.1000,-2.9000,0,634.00,9.00,-11.00,0,5271.00,39.00,-35.00,0,0.830000,0.020000,-0.020000,0,-0.0600,0.0300,-0.0300,0
K2-32 d,31.71701000000,0.00101000000,-0.00096000000,0,0.31082220,0.00999199,-0.01150863,0,0.02108056,0.00786588,-0.00786588,0,14.8000,1.8000,-1.6000,0,550.00,8.00,-9.00,0,5271.00,39.00,-35.00,0,0.830000,0.020000,-0.020000,0,-0.0600,0.0300,-0.0300,0
K2-32 e,4.34934000000,0.00039000000,-0.00039000000,0,0.10812758,0.00463914,-0.00410385,0,0.00660734,0.00409026,-0.00346099,0,,,,,1066.00,16.00,-18.00,0,5271.00,39.00,-35.00,0,0.830000,0.020000,-0.020000,0,-0.0600,0.0300,-0.0300,0
K2-320 b,1.99500000000,0.00100000000,-0.00100000000,0,0.23374074,0.02051923,-0.01338210,0,0.02320000,,,0,,,,,698.00,87.00,-57.00,0,3157.00,7.00,-7.00,0,0.117000,0.011000,-0.011000,0,,,,
K2-321 b,2.29797490000,0.00000170000,-0.00000190000,0,0.18300000,0.01500000,-0.01200000,0,0.01530000,,,0,68.5516,,,0,830.00,110.00,-110.00,0,3750.00,510.00,-520.00,0,0.578000,0.030000,-0.030000,0,0.1480,0.0620,-0.0620,0
K2-322 b,8.20500000000,0.00300000000,-0.00300000000,0,0.17129093,0.02587207,-0.01605852,0,0.01370000,,,0,,,,,635.00,165.00,-78.00,0,4141.00,96.00,-96.00,0,0.630000,0.033000,-0.033000,0,,,,
K2-323 b,24.93000000000,0.00600000000,-0.00600000000,0,0.18734945,0.00802926,-0.00981354,0,0.01590000,,,0,,,,,318.00,24.00,-43.00,0,3710.00,118.00,-118.00,0,0.478000,0.089000,-0.089000,0,,,,
K2-324 b,3.26200000000,0.00100000000,-0.00100000000,0,0.21679008,0.01338210,-0.01159782,0,0.02040000,,,0,,,,,707.00,83.00,-38.00,0,3752.00,57.00,-57.00,0,0.517000,0.041000,-0.041000,0,,,,
K2-325 b,6.93000000000,0.00400000000,-0.00300000000,0,0.19627085,0.01248996,-0.01338210,0,0.01720000,,,0,,,,,423.00,33.00,-21.00,0,3287.00,67.00,-67.00,0,0.274000,0.008000,-0.008000,0,,,,
K2-326 b,1.25600000000,0.00100000000,-0.00200000000,0,0.20340798,0.01605852,-0.01605852,0,0.01830000,,,0,,,,,1114.00,138.00,-90.00,0,3924.00,51.00,-51.00,0,0.507000,0.051000,-0.051000,0,,,,
